id: 1, high: 33100.02, low: 32690.0, open: 32999.98, close: 32964.93
    minute: 0, hour: 19, date: 01/02/21, price: 32999.98 , Candle-ID : 1 , Profit(loss) : 0
    minute: 1, hour: 19, date: 01/02/21, price: 32826.69 , Candle-ID : 1 , Profit(loss) : -0.622
    minute: 2, hour: 19, date: 01/02/21, price: 32811.06 , Candle-ID : 1 , Profit(loss) : -0.6691
    minute: 3, hour: 19, date: 01/02/21, price: 32886.17 , Candle-ID : 1 , Profit(loss) : -0.4427
    minute: 4, hour: 19, date: 01/02/21, price: 32873.72 , Candle-ID : 1 , Profit(loss) : -0.4802
    minute: 5, hour: 19, date: 01/02/21, price: 32951.79 , Candle-ID : 1 , Profit(loss) : -0.2448
    minute: 6, hour: 19, date: 01/02/21, price: 33017.09 , Candle-ID : 1 , Profit(loss) : -0.0479
    minute: 7, hour: 19, date: 01/02/21, price: 33037.13 , Candle-ID : 1 , Profit(loss) : 0.0125
    minute: 8, hour: 19, date: 01/02/21, price: 33070.98 , Candle-ID : 1 , Profit(loss) : 0.1146
    minute: 9, hour: 19, date: 01/02/21, price: 33015.34 , Candle-ID : 1 , Profit(loss) : -0.0532
    minute: 10, hour: 19, date: 01/02/21, price: 33048.86 , Candle-ID : 1 , Profit(loss) : 0.0479
    minute: 11, hour: 19, date: 01/02/21, price: 32950.0 , Candle-ID : 1 , Profit(loss) : -0.2502
    minute: 12, hour: 19, date: 01/02/21, price: 32891.4 , Candle-ID : 1 , Profit(loss) : -0.4269
    minute: 13, hour: 19, date: 01/02/21, price: 32977.84 , Candle-ID : 1 , Profit(loss) : -0.1663
    minute: 14, hour: 19, date: 01/02/21, price: 33017.75 , Candle-ID : 1 , Profit(loss) : -0.0459
id: 2, high: 33043.32, low: 32864.27, open: 32963.51, close: 33014.63
    minute: 15, hour: 19, date: 01/02/21, price: 32963.51 , Candle-ID : 2 , Profit(loss) : 0
    minute: 16, hour: 19, date: 01/02/21, price: 32940.56 , Candle-ID : 2 , Profit(loss) : -0.0693
    minute: 17, hour: 19, date: 01/02/21, price: 32900.0 , Candle-ID : 2 , Profit(loss) : -0.1919
    minute: 18, hour: 19, date: 01/02/21, price: 32989.37 , Candle-ID : 2 , Profit(loss) : 0.0781
    minute: 19, hour: 19, date: 01/02/21, price: 32938.12 , Candle-ID : 2 , Profit(loss) : -0.0767
    minute: 20, hour: 19, date: 01/02/21, price: 32918.56 , Candle-ID : 2 , Profit(loss) : -0.1358
    minute: 21, hour: 19, date: 01/02/21, price: 32890.13 , Candle-ID : 2 , Profit(loss) : -0.2217
    minute: 22, hour: 19, date: 01/02/21, price: 32930.19 , Candle-ID : 2 , Profit(loss) : -0.1007
    minute: 23, hour: 19, date: 01/02/21, price: 33000.0 , Candle-ID : 2 , Profit(loss) : 0.1103
    minute: 24, hour: 19, date: 01/02/21, price: 32934.49 , Candle-ID : 2 , Profit(loss) : -0.0877
    minute: 25, hour: 19, date: 01/02/21, price: 32973.59 , Candle-ID : 2 , Profit(loss) : 0.0305
    minute: 26, hour: 19, date: 01/02/21, price: 32979.99 , Candle-ID : 2 , Profit(loss) : 0.0498
    minute: 27, hour: 19, date: 01/02/21, price: 33017.29 , Candle-ID : 2 , Profit(loss) : 0.1625
    minute: 28, hour: 19, date: 01/02/21, price: 33003.05 , Candle-ID : 2 , Profit(loss) : 0.1195
    minute: 29, hour: 19, date: 01/02/21, price: 32998.73 , Candle-ID : 2 , Profit(loss) : 0.1064
id: 3, high: 33156.69, low: 32980.18, open: 33014.62, close: 33099.99
    minute: 30, hour: 19, date: 01/02/21, price: 33014.62 , Candle-ID : 3 , Profit(loss) : 0
    minute: 31, hour: 19, date: 01/02/21, price: 33067.03 , Candle-ID : 3 , Profit(loss) : 0.1581
    minute: 32, hour: 19, date: 01/02/21, price: 33029.21 , Candle-ID : 3 , Profit(loss) : 0.044
    minute: 33, hour: 19, date: 01/02/21, price: 33082.23 , Candle-ID : 3 , Profit(loss) : 0.204
    minute: 34, hour: 19, date: 01/02/21, price: 33123.24 , Candle-ID : 3 , Profit(loss) : 0.3277
    minute: 35, hour: 19, date: 01/02/21, price: 33116.48 , Candle-ID : 3 , Profit(loss) : 0.3073
    minute: 36, hour: 19, date: 01/02/21, price: 33048.94 , Candle-ID : 3 , Profit(loss) : 0.1035
    minute: 37, hour: 19, date: 01/02/21, price: 33068.41 , Candle-ID : 3 , Profit(loss) : 0.1623
    minute: 38, hour: 19, date: 01/02/21, price: 33111.92 , Candle-ID : 3 , Profit(loss) : 0.2935
    minute: 39, hour: 19, date: 01/02/21, price: 33068.38 , Candle-ID : 3 , Profit(loss) : 0.1622
    minute: 40, hour: 19, date: 01/02/21, price: 33018.87 , Candle-ID : 3 , Profit(loss) : 0.0128
    minute: 41, hour: 19, date: 01/02/21, price: 33024.42 , Candle-ID : 3 , Profit(loss) : 0.0296
    minute: 42, hour: 19, date: 01/02/21, price: 33008.95 , Candle-ID : 3 , Profit(loss) : -0.0171
    minute: 43, hour: 19, date: 01/02/21, price: 33047.21 , Candle-ID : 3 , Profit(loss) : 0.0983
    minute: 44, hour: 19, date: 01/02/21, price: 33102.01 , Candle-ID : 3 , Profit(loss) : 0.2636
